Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Borough
21607530,10-08-2011 0:00,10-08-2011 0:00,Department of Environmental Protection,Water System,,10030,WEST 137 STREET,NEW YORK,Closed,MANHATTAN
21608854,10-08-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Street Condition,Street,10003,EAST 16 STREET,NEW YORK,Closed,MANHATTAN
21608859,10-08-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10036,WEST 45 STREET,NEW YORK,Closed,MANHATTAN
21608861,10-08-2011 0:00,10-08-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10006,GREENWICH STREET,NEW YORK,Closed,MANHATTAN
21609067,10-08-2011 0:00,10-09-2011 0:00,New York City Police Department,Bike/Roller/Skate Chronic,Residential Building/House,10040,ELLWOOD STREET,NEW YORK,Closed,MANHATTAN
21609068,10-08-2011 0:00,10-09-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,ELLWOOD STREET,NEW YORK,Closed,MANHATTAN
21609094,10-08-2011 0:00,10-08-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10019,WEST 54 STREET,NEW YORK,Closed,MANHATTAN
21608614,10-08-2011 0:00,10/13/2011 12:00 AM,Department of Environmental Protection,Noise,,10019,COLUMBUS PLACE,NEW YORK,Closed,MANHATTAN
21611152,10-08-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,EAST 48 STREET,NEW YORK,Closed,MANHATTAN
21613782,10-09-2011 0:00,10-09-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21613790,10-09-2011 0:00,10-09-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10010,EAST 21 STREET,NEW YORK,Closed,MANHATTAN
21613793,10-09-2011 0:00,10/13/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,WEST 130 STREET,NEW YORK,Closed,MANHATTAN
21613818,10-09-2011 0:00,10-11-2011 0:00,Department of Environmental Protection,Lead,,10031,RIVERSIDE DRIVE,NEW YORK,Closed,MANHATTAN
21613823,10-09-2011 0:00,10-10-2011 0:00,Department of Environmental Protection,Sewer,,10013,BAXTER STREET,NEW YORK,Closed,MANHATTAN
21613116,10-09-2011 0:00,10-11-2011 0:00,Department of Transportation,Street Condition,Street,10018,WEST 39 STREET,NEW YORK,Closed,MANHATTAN
21613157,10-09-2011 0:00,10-09-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10012,BROADWAY,NEW YORK,Closed,MANHATTAN
21613094,10-09-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21606378,10-07-2011 0:00,10-08-2011 0:00,BCC - Manhattan,Derelict Bicycle,Street,10014,CHARLES STREET,NEW YORK,Closed,MANHATTAN
21626251,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21625869,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10016,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21626020,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10033,WEST 181 STREET,NEW YORK,Closed,MANHATTAN
21627207,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10038,CATHERINE STREET,NEW YORK,Closed,MANHATTAN
21628557,10-12-2011 0:00,10/13/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10032,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21628654,10-12-2011 0:00,10-12-2011 0:00,Department of Transportation,Street Condition,Street,10036,WEST 46 STREET,NEW YORK,Closed,MANHATTAN
21628561,10-10-2011 0:00,10-11-2011 0:00,Department of Transportation,Street Condition,,10009,AVENUE B,NEW YORK,Closed,MANHATTAN
21619758,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10021,YORK AVENUE,NEW YORK,Closed,MANHATTAN
21619446,10-11-2011 0:00,10-12-2011 0:00,Department of Environmental Protection,Water System,,10011,WEST 19 STREET,NEW YORK,Closed,MANHATTAN
21621058,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10027,8 AVENUE,NEW YORK,Closed,MANHATTAN
21621073,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10040,HILLSIDE AVENUE,NEW YORK,Closed,MANHATTAN
21621081,10-12-2011 0:00,10-12-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,MULBERRY STREET,NEW YORK,Closed,MANHATTAN
21621082,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10024,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21622899,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21622925,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,WEST 147 STREET,NEW YORK,Closed,MANHATTAN
21622929,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10026,WEST 111 STREET,NEW YORK,Closed,MANHATTAN
21622930,10-11-2011 0:00,10-11-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10006,WEST STREET,NEW YORK,Closed,MANHATTAN
21622934,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10021,EAST 76 STREET,NEW YORK,Closed,MANHATTAN
21617493,10-10-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,WEST 102 STREET,NEW YORK,Closed,MANHATTAN
21617498,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10463,WEST 228 STREET,NEW YORK,Closed,MANHATTAN
21619048,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,WEST 148 STREET,NEW YORK,Closed,MANHATTAN
21619053,10-10-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,EAST 13 STREET,NEW YORK,Closed,MANHATTAN
21619170,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21619172,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21618741,10-10-2011 0:00,10-12-2011 0:00,Department of Environmental Protection,Noise,,10032,WEST 170 STREET,NEW YORK,Closed,MANHATTAN
21618556,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21618562,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10463,WEST 228 STREET,NEW YORK,Closed,MANHATTAN
21621401,10-04-2011 0:00,10-11-2011 0:00,Department of Buildings,General Construction/Plumbing,,10010,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21621406,10-10-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10003,ST MARKS PLACE,NEW YORK,Closed,MANHATTAN
21621410,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Buildings,Cranes and Derricks,,10021,EAST 69 STREET,NEW YORK,Closed,MANHATTAN
21621532,10-11-2011 0:00,10/13/2011 12:00 AM,BCC - Manhattan,Sanitation Condition,Street,10002,ELDRIDGE STREET,NEW YORK,Closed,MANHATTAN
21621698,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Transportation,Street Condition,Street,10012,SULLIVAN STREET,NEW YORK,Closed,MANHATTAN
21621387,10-11-2011 0:00,10-12-2011 0:00,Department of Environmental Protection,Water System,,10128,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21621525,10-11-2011 0:00,10-12-2011 0:00,Manhattan 04,Sanitation Condition,Sidewalk,10001,10 AVENUE,NEW YORK,Closed,MANHATTAN
21621526,10-11-2011 0:00,10-12-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10030,WEST 135 STREET,NEW YORK,Closed,MANHATTAN
21624395,10-10-2011 0:00,10/13/2011 12:00 AM,Department of Buildings,Investigations and Discipline (IAD),,10012,THOMPSON STREET,NEW YORK,Closed,MANHATTAN
21624398,10-10-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10040,AUDOBON AVENUE,NEW YORK,Closed,MANHATTAN
21596761,10-06-2011 0:00,10-11-2011 0:00,Department of Buildings,General Construction/Plumbing,,10036,WEST 47 STREET,NEW YORK,Closed,MANHATTAN
21624461,10-11-2011 0:00,10-11-2011 0:00,Department of Environmental Protection,Water System,,10001,WEST 26 STREET,NEW YORK,Closed,MANHATTAN
21624555,10-10-2011 0:00,10-11-2011 0:00,Department of Buildings,General Construction/Plumbing,,10023,WEST 70 STREET,NEW YORK,Closed,MANHATTAN
21624557,10-11-2011 0:00,10-12-2011 0:00,Department of Buildings,BEST/Site Safety,,10024,WEST 87 STREET,NEW YORK,Assigned,MANHATTAN
21624341,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10016,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21623415,10-11-2011 0:00,10-12-2011 0:00,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10024,RIVERSIDE DRIVE,NEW YORK,Closed,MANHATTAN
21623354,10-10-2011 0:00,10-11-2011 0:00,Department of Buildings,General Construction/Plumbing,,10025,WEST END AVENUE,NEW YORK,Closed,MANHATTAN
21626595,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Street Condition,Street,10033,WEST 181 STREET,NEW YORK,Closed,MANHATTAN
21625871,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21625282,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21625067,10-12-2011 0:00,10-12-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10003,4 AVENUE,NEW YORK,Closed,MANHATTAN
21625076,10-11-2011 0:00,10/16/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10030,EDGECOMBE AVENUE,NEW YORK,Closed,MANHATTAN
21626671,10-08-2011 0:00,10-11-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10035,2 AVENUE,NEW YORK,Pending,MANHATTAN
21627045,10-11-2011 0:00,10-12-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10026,WEST 116 STREET,NEW YORK,Closed,MANHATTAN
21619760,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10014,CORNELIA STREET,NEW YORK,Closed,MANHATTAN
21619789,10-11-2011 0:00,10-12-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10017,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21618084,10-10-2011 0:00,10-11-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10010,PARK AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21618092,10-10-2011 0:00,10-11-2011 0:00,Manhattan 04,Missed Collection (All Materials),Sidewalk,10011,WEST 19 STREET,NEW YORK,Closed,MANHATTAN
21618100,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10040,WEST 189 STREET,NEW YORK,Closed,MANHATTAN
21618102,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10003,EAST 13 STREET,NEW YORK,Closed,MANHATTAN
21617315,10-11-2011 0:00,10-11-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10012,SULLIVAN STREET,NEW YORK,Closed,MANHATTAN
21616947,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21619071,10-10-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10002,ALLEN STREET,NEW YORK,Closed,MANHATTAN
21619079,10-10-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10032,WEST 160 STREET,NEW YORK,Closed,MANHATTAN
21619080,10-10-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,EAST 17 STREET,NEW YORK,Closed,MANHATTAN
21618439,10-10-2011 0:00,10-10-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21621761,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10032,BROADWAY,NEW YORK,Closed,MANHATTAN
21621775,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10023,WEST END AVENUE,NEW YORK,Closed,MANHATTAN
21621731,10-11-2011 0:00,10-12-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,BLEECKER STREET,NEW YORK,Closed,MANHATTAN
21621230,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,EAST 1 STREET,NEW YORK,Closed,MANHATTAN
21624196,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10033,WEST 180 STREET,NEW YORK,Closed,MANHATTAN
21624198,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10029,EAST 108 STREET,NEW YORK,Closed,MANHATTAN
21624278,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10038,CATHERINE STREET,NEW YORK,Closed,MANHATTAN
21623356,10-11-2011 0:00,10-11-2011 0:00,Department of Buildings,BEST/Site Safety,,10033,BENNETT AVENUE,NEW YORK,Assigned,MANHATTAN
21623519,10-10-2011 0:00,10-11-2011 0:00,Department of Buildings,General Construction/Plumbing,,10024,WEST 79 STREET,NEW YORK,Closed,MANHATTAN
21623523,10-11-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10026,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,MANHATTAN
21626301,10-12-2011 0:00,10-12-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,1 AVENUE,NEW YORK,Closed,MANHATTAN
21625608,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10128,PARK AVENUE,NEW YORK,Closed,MANHATTAN
21625098,10-11-2011 0:00,10-12-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10022,EAST 59 STREET,NEW YORK,Closed,MANHATTAN
21626681,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Food Poisoning,Restaurant/Bar/Deli/Bakery,10011,5 AVENUE,NEW YORK,Closed,MANHATTAN
21626682,10-11-2011 0:00,10-11-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10022,EAST 51 STREET,NEW YORK,Closed,MANHATTAN
21626700,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10022,EAST 56 STREET,NEW YORK,Closed,MANHATTAN
21627475,10-11-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10022,MADISON AVENUE,NEW YORK,Assigned,MANHATTAN
21627477,10-12-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10027,LENOX AVENUE,NEW YORK,Assigned,MANHATTAN
21619815,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,LENOX AVENUE,NEW YORK,Closed,MANHATTAN
21617821,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10014,DOWNING STREET,NEW YORK,Closed,MANHATTAN
21617822,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,7 AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21617836,10-10-2011 0:00,10-10-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21617838,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10014,DOWNING STREET,NEW YORK,Closed,MANHATTAN
21617340,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,7 AVENUE,NEW YORK,Closed,MANHATTAN
21617350,10-10-2011 0:00,10-10-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10012,BOWERY,NEW YORK,Closed,MANHATTAN
21619112,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,AVENUE A,NEW YORK,Closed,MANHATTAN
21619113,10-10-2011 0:00,10-11-2011 0:00,Department of Transportation,Broken Parking Meter,Street,10017,EAST 45 STREET,NEW YORK,Closed,MANHATTAN
21618464,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10016,EAST 28 STREET,NEW YORK,Closed,MANHATTAN
21621818,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10065,EAST 68 STREET,NEW YORK,Closed,MANHATTAN
21624202,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21626353,10-11-2011 0:00,10-11-2011 0:00,Department of Environmental Protection,Water System,,10033,WEST 187 STREET,NEW YORK,Closed,MANHATTAN
21626308,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21627075,10-11-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10019,WEST 49 STREET,NEW YORK,Closed,MANHATTAN
21627078,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10012,MOTT STREET,NEW YORK,Closed,MANHATTAN
21627084,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21626710,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 8 STREET,NEW YORK,Closed,MANHATTAN
21591708,10-06-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10029,EAST 112 STREET,NEW YORK,Closed,MANHATTAN
21619866,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10011,7 AVENUE,NEW YORK,Closed,MANHATTAN
21619880,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10038,WATER STREET,NEW YORK,Closed,MANHATTAN
21619881,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10009,EAST 12 STREET,NEW YORK,Closed,MANHATTAN
21619823,10-11-2011 0:00,10-12-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10035,EAST 117 STREET,NEW YORK,Closed,MANHATTAN
21619473,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Buildings,Plumbing,,10022,EAST 55 STREET,NEW YORK,Closed,MANHATTAN
21620390,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Environmental Protection,Lead,,10029,EAST 104 STREET,NEW YORK,Closed,MANHATTAN
21620391,10-11-2011 0:00,10-11-2011 0:00,Department of Environmental Protection,Water System,,10002,SOUTH STREET,NEW YORK,Closed,MANHATTAN
21620669,10-11-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Food Poisoning,Restaurant/Bar/Deli/Bakery,10012,THOMPSON STREET,NEW YORK,Closed,MANHATTAN
21617845,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21617851,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10031,WEST 136 STREET,NEW YORK,Closed,MANHATTAN
21617627,10-10-2011 0:00,10/13/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,Street,10075,EAST 80 STREET,NEW YORK,Closed,MANHATTAN
21617355,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21619181,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21618857,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Traffic,Street/Sidewalk,10026,WEST 111 STREET,NEW YORK,Closed,MANHATTAN
21618862,10-10-2011 0:00,10/13/2011 12:00 AM,A - Manhattan,Dirty Conditions,Sidewalk,10039,7 AVENUE,NEW YORK,Closed,MANHATTAN
21618478,10-11-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10009,EAST 5 STREET,NEW YORK,Closed,MANHATTAN
21618489,10-10-2011 0:00,10-11-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,WEST 183 STREET,NEW YORK,Closed,MANHATTAN
21621849,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 156 STREET,NEW YORK,Closed,MANHATTAN
21621156,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10033,WEST 180 STREET,NEW YORK,Closed,MANHATTAN
21621233,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10025,WEST 94 STREET,NEW YORK,Closed,MANHATTAN
21621157,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10025,WEST 94 STREET,NEW YORK,Closed,MANHATTAN
21621237,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10016,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21621281,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Street Condition,Street,10016,EAST 38 STREET,NEW YORK,Closed,MANHATTAN
21621163,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21623902,10-11-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10038,CATHERINE STREET,NEW YORK,Closed,MANHATTAN
21626444,10-11-2011 0:00,10-11-2011 0:00,Department of Environmental Protection,Sewer,,10029,EAST 102 STREET,NEW YORK,Closed,MANHATTAN
21625664,10-11-2011 0:00,10-12-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10128,EAST 92 STREET,NEW YORK,Closed,MANHATTAN
21625679,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10036,WEST 45 STREET,NEW YORK,Closed,MANHATTAN
21625699,10-11-2011 0:00,10/13/2011 12:00 AM,A - Manhattan,Other Enforcement,Sidewalk,10065,1 AVENUE,NEW YORK,Closed,MANHATTAN
21625147,10-11-2011 0:00,10-11-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10026,WEST 118 STREET,NEW YORK,Closed,MANHATTAN
21627101,10-11-2011 0:00,10-11-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10030,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21627842,10-12-2011 0:00,10/14/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10036,WEST 45 STREET,NEW YORK,Closed,MANHATTAN
21627847,10-12-2011 0:00,10/14/2011 12:00 AM,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10036,WEST 46 STREET,NEW YORK,Closed,MANHATTAN
21619857,10-11-2011 0:00,10-12-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10128,3 AVENUE,NEW YORK,Closed,MANHATTAN
21620619,10-11-2011 0:00,10-12-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10025,WEST 107 STREET,NEW YORK,Closed,MANHATTAN
21620556,10-11-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10019,9 AVENUE,NEW YORK,Assigned,MANHATTAN
21617882,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,WEST 156 STREET,NEW YORK,Closed,MANHATTAN
21617147,10-10-2011 0:00,10-10-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10018,WEST 39 STREET,NEW YORK,Closed,MANHATTAN
21617151,10-10-2011 0:00,10-11-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10002,ESSEX STREET,NEW YORK,Closed,MANHATTAN
21617158,10-11-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10025,WEST 94 STREET,NEW YORK,Closed,MANHATTAN
21619127,10-10-2011 0:00,10/14/2011 12:00 AM,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10463,WEST 228 STREET,NEW YORK,Closed,MANHATTAN
