Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Borough
21561688,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10011,WEST 23 STREET,NEW YORK,Closed,MANHATTAN
21562679,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10034,VERMILYEA AVENUE,NEW YORK,Closed,MANHATTAN
21563175,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10128,EAST 92 STREET,NEW YORK,Closed,MANHATTAN
21563185,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10009,1 AVENUE,NEW YORK,Closed,MANHATTAN
21563186,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10032,HAVEN AVENUE,NEW YORK,Closed,MANHATTAN
21563188,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 149 STREET,NEW YORK,Closed,MANHATTAN
21562520,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 16 STREET,NEW YORK,Closed,MANHATTAN
21564951,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WEST 177 STREET,NEW YORK,Closed,MANHATTAN
21564962,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10033,PINEHURST AVENUE,NEW YORK,Closed,MANHATTAN
21565653,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21565716,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10006,BROADWAY,NEW YORK,Closed,MANHATTAN
21565636,10-02-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10016,EAST 27 STREET,NEW YORK,Closed,MANHATTAN
21565610,10-02-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Air Quality,,10014,BLEEKER STREET,NEW YORK,Closed,MANHATTAN
21565613,10-02-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Noise,,10039,WEST 145 STREET,NEW YORK,Closed,MANHATTAN
21565988,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10011,WEST 23 STREET,NEW YORK,Closed,MANHATTAN
21565799,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,WEST BROADWAY,NEW YORK,Closed,MANHATTAN
21565809,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10031,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21565280,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10036,WEST 43 STREET,NEW YORK,Closed,MANHATTAN
21565282,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,JACOBUS PLACE,NEW YORK,Closed,MANHATTAN
21565178,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21565198,10-02-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10009,EAST 6 STREET,NEW YORK,Closed,MANHATTAN
21566840,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21566569,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10026,WEST 118 STREET,NEW YORK,Closed,MANHATTAN
21566657,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10033,ST NICHLAS AVENUE,NEW YORK,Closed,MANHATTAN
21566671,10-02-2011 0:00,10-03-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10014,BLEECKER STREET,NEW YORK,Closed,MANHATTAN
21566681,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,EAST 19 STREET,NEW YORK,Closed,MANHATTAN
21566103,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,ELLWOOD STREET,NEW YORK,Closed,MANHATTAN
21566104,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,WEST 145 STREET,NEW YORK,Closed,MANHATTAN
21566291,10-02-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10040,WEST 193 STREET,NEW YORK,Closed,MANHATTAN
21566318,10-02-2011 0:00,10-12-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10025,WEST 105 STREET,NEW YORK,Closed,MANHATTAN
21566365,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,PRINCE STREET,NEW YORK,Closed,MANHATTAN
21566029,10-02-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Noise,,10023,WEST 66 STREET,NEW YORK,Closed,MANHATTAN
21566150,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10014,WEST HOUSTON STREET,NEW YORK,Closed,MANHATTAN
21566163,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10033,WEST 176 STREET,NEW YORK,Closed,MANHATTAN
21567027,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10016,3 AVENUE,NEW YORK,Closed,MANHATTAN
21568437,10-03-2011 0:00,10-06-2011 0:00,Department of Transportation,Street Condition,,10035,PARK AVENUE,NEW YORK,Closed,MANHATTAN
21568143,10-03-2011 0:00,10-05-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10003,LAFAYETTE STREET,NEW YORK,Closed,MANHATTAN
21568218,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,1 AVENUE,NEW YORK,Closed,MANHATTAN
21568219,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10003,EAST 11 STREET,NEW YORK,Closed,MANHATTAN
21568224,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,BLEECKER STREET,NEW YORK,Closed,MANHATTAN
21560354,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10023,WEST END AVENUE,NEW YORK,Closed,MANHATTAN
21568617,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,EAST 11 STREET,NEW YORK,Closed,MANHATTAN
21568620,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10075,3 AVENUE,NEW YORK,Closed,MANHATTAN
21569519,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10039,7 AVENUE,NEW YORK,Closed,MANHATTAN
21569524,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10024,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21568844,10-03-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Sewer,,10024,W 83 ST,NEW YORK,Closed,MANHATTAN
21568848,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Air Quality,,10032,WEST 158 STREET,NEW YORK,Closed,MANHATTAN
21568857,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Water System,,10040,FORT WASHINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21568861,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Noise,,10021,EAST 72 STREET,NEW YORK,Closed,MANHATTAN
21568972,10-03-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Derelict Bicycle,Street,10012,LAFAYETTE STREET,NEW YORK,Closed,MANHATTAN
21569100,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21569106,10-03-2011 0:00,10-04-2011 0:00,Exemption Unit,DOF Parking - Tax Exemption,Address,10069,RIVERSIDE BOULEVARD,NEW YORK,Closed,MANHATTAN
21568316,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,LAFAYETTE STREET,NEW YORK,Closed,MANHATTAN
21568318,10-03-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10128,PARK AVENUE,NEW YORK,Closed,MANHATTAN
21568321,10-03-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10032,WEST 168 STREET,NEW YORK,Closed,MANHATTAN
21568332,10-03-2011 0:00,10-07-2011 0:00,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10017,UNITED NATIONS PLAZA,NEW YORK,Closed,MANHATTAN
21568537,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21567449,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,WADSWORTH TERRACE,NEW YORK,Closed,MANHATTAN
21567324,10-02-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Noise,,10040,WEST 188 STREET,NEW YORK,Closed,MANHATTAN
21562528,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10128,EAST 92 STREET,NEW YORK,Closed,MANHATTAN
21562540,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10033,WEST 186 STREET,NEW YORK,Closed,MANHATTAN
21562543,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10009,EAST 11 STREET,NEW YORK,Closed,MANHATTAN
21564164,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10032,WEST 172 STREET,NEW YORK,Closed,MANHATTAN
21570439,10-03-2011 0:00,10-11-2011 0:00,Department of Transportation,Street Condition,,10038,SOUTH STREET,NEW YORK,Closed,MANHATTAN
21570441,10-03-2011 0:00,10-05-2011 0:00,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,10003,EAST 13 STREET,NEW YORK,Closed,MANHATTAN
21569870,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Water System,,10025,WEST 93 STREET,NEW YORK,Closed,MANHATTAN
21569881,10-03-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Hazardous Materials,,10007,CHURCH STREET,NEW YORK,Closed,MANHATTAN
21569960,10-03-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10030,WEST 138 STREET,NEW YORK,Closed,MANHATTAN
21570786,10-03-2011 0:00,10-04-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST END AVENUE,NEW YORK,Closed,MANHATTAN
21570624,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,MANHATTAN
21570715,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,STANTON STREET,NEW YORK,Closed,MANHATTAN
21564422,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,MANHATTAN
21564430,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10030,EDGECOMBE AVENUE,NEW YORK,Closed,MANHATTAN
21564382,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10040,HILLSIDE AVENUE,NEW YORK,Closed,MANHATTAN
21564389,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10034,PAYSON AVENUE,NEW YORK,Closed,MANHATTAN
21564753,10-02-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10013,HUDSON STREET,NEW YORK,Closed,MANHATTAN
21564763,10-02-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10013,HUDSON STREET,NEW YORK,Closed,MANHATTAN
21564467,10-02-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Air Quality,,10003,EAST 14 STREET,NEW YORK,Closed,MANHATTAN
21564541,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10030,EDGECOMBE AVENUE,NEW YORK,Closed,MANHATTAN
21564543,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,MANHATTAN
21564639,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10017,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21565130,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10001,10 AVENUE,NEW YORK,Closed,MANHATTAN
21565133,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10038,BROADWAY,NEW YORK,Closed,MANHATTAN
21564896,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21564918,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,WEST 83 STREET,NEW YORK,Closed,MANHATTAN
21564919,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 173 STREET,NEW YORK,Closed,MANHATTAN
21564975,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10026,WEST 118 STREET,NEW YORK,Closed,MANHATTAN
21564990,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10025,BROADWAY,NEW YORK,Closed,MANHATTAN
21564995,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10035,EAST 121 STREET,NEW YORK,Closed,MANHATTAN
21565695,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10036,WEST 42 STREET,NEW YORK,Closed,MANHATTAN
21565721,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21565646,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,3 AVENUE,NEW YORK,Closed,MANHATTAN
21565955,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10012,SPRING STREET,NEW YORK,Closed,MANHATTAN
21565758,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10019,WEST 50 STREET,NEW YORK,Closed,MANHATTAN
21565964,10-02-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10028,EAST 82 STREET,NEW YORK,Closed,MANHATTAN
21565764,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10016,EAST 35 STREET,NEW YORK,Closed,MANHATTAN
21565301,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10001,WEST 30 STREET,NEW YORK,Closed,MANHATTAN
21565306,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,BENNETT AVENUE,NEW YORK,Closed,MANHATTAN
21565307,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10024,WEST 89 STREET,NEW YORK,Closed,MANHATTAN
21565383,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10040,WEST 190 STREET,NEW YORK,Closed,MANHATTAN
21565399,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,ELIZABETH STREET,NEW YORK,Closed,MANHATTAN
21565473,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10028,EAST 83 STREET,NEW YORK,Closed,MANHATTAN
21565487,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Homeless Encampment,Residential Building/House,10001,WEST 29 STREET,NEW YORK,Closed,MANHATTAN
21565180,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10013,HARRISON STREET,NEW YORK,Closed,MANHATTAN
21566590,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10003,FOURTH AVENUE,NEW YORK,Closed,MANHATTAN
21566813,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10019,WEST 57 STREET,NEW YORK,Closed,MANHATTAN
21566815,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10001,6 AVENUE,NEW YORK,Closed,MANHATTAN
21566912,10-02-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10002,EAST BROADWAY,NEW YORK,Closed,MANHATTAN
21566425,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10026,WEST 110 STREET,NEW YORK,Closed,MANHATTAN
21566431,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,WEST 142 STREET,NEW YORK,Closed,MANHATTAN
21566433,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 159 STREET,NEW YORK,Closed,MANHATTAN
21566328,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21566347,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10040,HILLSIDE AVENUE,NEW YORK,Closed,MANHATTAN
21566351,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,8 AVENUE,NEW YORK,Closed,MANHATTAN
21569482,10-03-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,EAST 47 STREET,NEW YORK,Closed,MANHATTAN
21569483,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,EAST 16 STREET,NEW YORK,Closed,MANHATTAN
21569934,10-03-2011 0:00,10-05-2011 0:00,Department of Buildings,Electrical,,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21569936,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10034,WEST 207 STREET,NEW YORK,Closed,MANHATTAN
21567751,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 116 STREET,NEW YORK,Closed,MANHATTAN
21570517,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 154 STREET,NEW YORK,Closed,MANHATTAN
21570454,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10014,9 AVENUE,NEW YORK,Closed,MANHATTAN
21570456,10-03-2011 0:00,10-10-2011 0:00,Department of Transportation,Street Condition,,10021,2 AVENUE,NEW YORK,Closed,MANHATTAN
21570458,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10034,COOPER STREET,NEW YORK,Closed,MANHATTAN
21569894,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Noise,,10032,WEST 164 STREET,NEW YORK,Closed,MANHATTAN
21570076,10-03-2011 0:00,10-12-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10036,WEST 46 STREET,NEW YORK,Closed,MANHATTAN
21569904,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Sewer,,10034,BROADWAY,NEW YORK,Closed,MANHATTAN
21569907,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Water System,,10037,LENOX AVENUE,NEW YORK,Closed,MANHATTAN
21570091,10-03-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10029,EAST 97 STREET,NEW YORK,Closed,MANHATTAN
21570108,10-03-2011 0:00,10-03-2011 0:00,Department of Transportation,Street Condition,Street,10007,GREENWICH STREET,NEW YORK,Closed,MANHATTAN
21569920,10-03-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Water System,,10024,WEST 82 STREET,NEW YORK,Closed,MANHATTAN
21569259,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,WEST 95 STREET,NEW YORK,Closed,MANHATTAN
21567368,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WEST 184 STREET,NEW YORK,Closed,MANHATTAN
21567473,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10012,MERCER STREET,NEW YORK,Closed,MANHATTAN
21567480,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,FIRST AVENUE,NEW YORK,Closed,MANHATTAN
21567061,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21567196,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21567767,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10026,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21567669,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10032,AUDUBON AVENUE,NEW YORK,Closed,MANHATTAN
21564061,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 17 STREET,NEW YORK,Closed,MANHATTAN
21563589,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10011,WEST 23 STREET,NEW YORK,Closed,MANHATTAN
21568367,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10025,WEST 104 STREET,NEW YORK,Closed,MANHATTAN
21568369,10-03-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10011,WEST 13 STREET,NEW YORK,Closed,MANHATTAN
21568379,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10012,LAGUARDIA PLACE,NEW YORK,Closed,MANHATTAN
21568559,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,WEST END AVENUE,NEW YORK,Closed,MANHATTAN
21566284,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10017,5 AVENUE,NEW YORK,Closed,MANHATTAN
21566285,10-02-2011 0:00,10-07-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10036,WEST 45 STREET,NEW YORK,Closed,MANHATTAN
21567559,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,ST NICHOLAS PLACE,NEW YORK,Closed,MANHATTAN
21567565,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 135 STREET,NEW YORK,Closed,MANHATTAN
21564400,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,WEST BROADWAY,NEW YORK,Closed,MANHATTAN
21564407,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10014,WEST 11 STREET,NEW YORK,Closed,MANHATTAN
21564506,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 65 STREET,NEW YORK,Closed,MANHATTAN
21564655,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,WEST 124 STREET,NEW YORK,Closed,MANHATTAN
21564662,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10017,5 AVENUE,NEW YORK,Closed,MANHATTAN
21561022,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10033,AUDUBON AVENUE,NEW YORK,Closed,MANHATTAN
21560921,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10022,EAST 53 STREET,NEW YORK,Closed,MANHATTAN
21562009,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10032,WEST 172 STREET,NEW YORK,Closed,MANHATTAN
21562111,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,CHRYSTIE STREET,NEW YORK,Closed,MANHATTAN
21561538,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,7 AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21563021,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,AVENUE B,NEW YORK,Closed,MANHATTAN
21563024,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 136 STREET,NEW YORK,Closed,MANHATTAN
21564648,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10003,SAINT MARKS PLACE,NEW YORK,Closed,MANHATTAN
